Project_Name,Id,Developer,proponent_country_manual,Registry,Methodology,Sector,Country,Project.Status,Crediting.Period.Start,Crediting.Period.End,Annual.Est..Units,Total.Issued.Units,Total.Retired.Units,Total.Available.Units
"Yagual - Carbon Sequestration Grouped Project for the Restoration, Conservation and Sustainable Production in the Guerrero, Sumapaz and Rabanal Paramo Systems",1869,Société de gestion de projets ECOTIERRA Inc.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Colombia,Registered,,,0,0,0,0
Restoring Mangroves in Mexico's Blue Carbon Ecosystems,2842,BlueMX Mangrove A.C.,,Verra,VM0033,Agriculture; forestry and fishing,Mexico,Listed,,,0,0,0,0
Kuzuko Lodge Private Game Reserve thicket restoration project,1343,Spekboom Trading (Pty) Ltd,,Verra,AR-ACM0003,Agriculture; forestry and fishing,South Africa,Registered,,,0,0,0,0
RESTORATION OF DEGRADED LAND TO ENHANCE TREE COVER AND IMPROVE LIVELIHOODS OF FARMERS IN INDIA,4436,Pernod Ricard India Foundation,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Upscaling Livelihoods and Biodiversity Through Community mobilization and lagoon restoration in Anawasala Kalpitiya,3740,ARINMA HOLDINGS PVT (LTD,,Verra,VM0024,Agriculture; forestry and fishing,Sri Lanka,Listed,,,0,0,0,0
Djibouti Mangrove Restoration Program,5192,SCB Brokers LLC,,Verra,VM0047,Agriculture; forestry and fishing,Djibouti,Listed,,,0,0,0,0
SUNDARI MANGROVE RESTORATION PROJECT IN THE INDIAN SUNDARBANS,4541,Not specified,,Verra,VM0033,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Entooma Sidai: A Maasai Mara Rangeland Restoration and Conservation Project,4994,Not specified,,Verra,VCS-VM0032,Agriculture; forestry and fishing,Kenya,Listed,,,0,0,0,0
Community-based Mangrove Restoration Initiative – Lep Lep,3885,Vlinder Austria GmbH,,Verra,VCS-VM0033,Agriculture; forestry and fishing,Senegal,Listed,,,0,0,0,0
Restoration of degraded mangroves as a climate change mitigation and adaptation strategy in Asia CPA 1,3333,Not specified,,Verra,AR-AM0014,Agriculture; forestry and fishing,Myanmar,Listed,,,0,0,0,0
Boomitra Grassland Restoration in East Africa Through Soil Enrichment,3340,Boomitra Inc,,Verra,VM0042,Agriculture; forestry and fishing,Kenya,Listed,,,0,0,0,0
"Eastern Cape Restoration Project, South Africa - Makhanda",3627,EcoPlanet Bamboo Group,,Verra,AR-ACM0003,Agriculture; forestry and fishing,South Africa,Listed,,,0,0,0,0
Participatory Mangrove Restoration for Climate Action in Myanmar,5050,Worldview International Foundation,,Verra,VCS-VM0033,Agriculture; forestry and fishing,Myanmar,Listed,,,0,0,0,0
Virginia Coast Reserve Seagrass Restoration Project,2360,The Nature Conservancy,,Verra,VM0033,Agriculture; forestry and fishing,United States of America,Listed,,,0,0,0,0
"Grouped Project for restoration of degraded lands in Jaguar Corridors, Colombia",1769,Not specified,,Verra,VM0005,Agriculture; forestry and fishing,Colombia,Registered,,,0,10894,10894,0
Blue Carbon Mitigation through Community Based Mangrove Restoration,3818,Worldview International Foundation,,Verra,VM0033,Agriculture; forestry and fishing,Myanmar,Listed,,,0,0,0,0
Restoring Degraded Lands for Biodiversity Conservation and Livelihood Development in Brazil,2553,Saving Nature,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Climate Action in Myanmar through a community-based Mangrove Restoration,3730,Worldview International Foundation,,Verra,VM0033,Agriculture; forestry and fishing,Myanmar,Listed,,,0,0,0,0
Grassland Restoration and Stewardship in South Africa (GRASS),2931,Not specified,,Verra,VM0042,Agriculture; forestry and fishing,South Africa,Registered,,,0,0,0,0
CAMERR Carbon Mangrove Ecosystem Restoration & Resilience,4845,Planète Urgence,,Verra,VM0033,Agriculture; forestry and fishing,Cameroon,Listed,,,0,0,0,0
Kruger to Canyons Rangeland Restoration Project,3397,Conservation South Africa,,Verra,VM0032,Agriculture; forestry and fishing,South Africa,Listed,,,0,0,0,0
Mangrove Restoration Initiative by LTIM in India,5207,Kosher Climate India Pvt. Ltd.,,Verra,VCS-VM0033,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Restoration in the Manduvirá region of Paraguay,3763,Román Beño,,Verra,VCS-AR-ACM0003,Agriculture; forestry and fishing,Paraguay,Withdrawn,,,0,0,0,0
Riau Ecosystem Restoration Carbon Project,2403,Not specified,,Verra,VM0007,Agriculture; forestry and fishing,Indonesia,Registered,,,0,0,0,0
RESTORED PRODUCTIVE LANDSCAPES IN THE MAGDALENA RIVER MIDDLE BASIN IN COLOMBIA,4748,FUNDACIÓN PROYECTO PRIMATES - FPP,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
Wetlands Along the Yangtze River and Dongting Lake Restoration Project in Junshan,4136,Not specified,,Verra,VM0036,Agriculture; forestry and fishing,China,Listed,,,0,0,0,0
Ana Primavesi – Sustainable Farming and Restoration Program,4841,Ubá Sustainability Institute,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",1493,Livelihoods Fund SICAV SIF,,Verra,AR-AM0014,Agriculture; forestry and fishing,Indonesia,Registered,,,0,397071,259692,137379
Papariko - Restoration of Degraded Mangrove Areas in Kenya,3660,Vlinder Austria GmbH,,Verra,AR-AM0014,Agriculture; forestry and fishing,Kenya,Listed,,,0,0,0,0
RESTORED PRODUCTIVE LANDSCAPES IN THE MAGDALENA RIVER MIDDLE BASIN IN COLOMBIA,4748,FUNDACIÓN PROYECTO PRIMATES - FPP,,Verra,VCS-AR-ACM0003,Agriculture; forestry and fishing,Colombia,Listed,,,0,0,0,0
India Sundarbans Mangrove Restoration,1463,Livelihoods Fund SICAV SIF,,Verra,AR-AM0014,Agriculture; forestry and fishing,India,Registered,,,0,1501622,195438,1306184
CONSERVATION AND RESTORATION OF THE MANGROVE ECOSYSTEM IN THE GAMBIA THROUGH THE REDD+ MECHANISM,3223,Not specified,,Verra,VM0007,Agriculture; forestry and fishing,Gambia,Listed,,,0,0,0,0
PLUM Peat and Mangrove Conservation and Restoration Project (PLUM Project),4967,PT. Pagatan Usaha Makmur,,Verra,VM0007,Agriculture; forestry and fishing,Indonesia,Listed,,,0,0,0,0
TERAKA MADAGASCAR: SMALLHOLDER TREE PLANTING PROGRAM,5107,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,Madagascar,Listed,,,0,0,0,0
"Revegetation with fruit Trees in North Manica Province, Mozambique",2085,Agrimoz S.a r.l.,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Mozambique,Registered,,,0,5367,5367,0
Tree Planting in South African townships,720,Food and Trees for Africa (FTFA),,Verra,AR-AM0002,Agriculture; forestry and fishing,South Africa,Registered,,,0,0,0,0
"Working Trees supporting eastern US Silvopasture, Project 1",4495,Working Trees,,Verra,Methodology Under Development,Agriculture; forestry and fishing,United States of America,Listed,,,0,0,0,0
M/s. TATA COFFEE LIMITED (TCL) TREE PLANTATION CARBON PROJECT IN WESTERN GHATS,5010,Ms. TATA COFFEE LIMITED,,Verra,VM0047,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Rabo Carbon Bank Trees for Farmers (TFF) Brazil ARR Grouped Project,4727,Rabobank,,Verra,Methodology Under Development,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Afforestation project by Cropcity Agrovet Pvt. Ltd. Mahogany trees,2346,Cropcity Agrovet Pvt. Ltd,,Verra,AR-AMS0007,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Working Trees- Scaling Brazilian Silvopasture (WT-SBS),5184,Working Trees,,Verra,VM0047,Agriculture; forestry and fishing,Brazil,Listed,,,0,0,0,0
Promoting Sustainable Development through Natural Rubber Tree Plantations in Guatemala,514,Negocios Energéticos de Occidente S.A.,,Verra,AR-ACM0001,Agriculture; forestry and fishing,Guatemala,Registered,,,0,298741,298741,0
ecoTrees AG – Paulownia Tree Plantation Management in Romania to Sell Wood Production and the Carbon Offsets,2650,ecoTrees AG,,Verra,Methodology Under Development,Agriculture; forestry and fishing,Romania,Listed,,,0,0,0,0
"Trees For Livelihoods: Agroforestry In Sonbhadra, Uttar Pradesh, India",4892,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Mindanao Tree Planting Program for our Climate and Communities (MinTrees),2412,Not specified,,Verra,AR-ACM0003,Agriculture; forestry and fishing,Philippines,Registered,,,0,12685,9953,2732
"Trees for Livelihood in Madhya Pradesh, India",4627,Value Network Venture Advisory Services PTE. LTD,,Verra,AR-ACM0003,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
Planting of trees for conservation of lands in different states in India,5221,Not specified,,Verra,VM0047,Agriculture; forestry and fishing,India,Listed,,,0,0,0,0
